iter	Passed	Remaining
0	6	6023
1	11	5786
2	17	5880
3	21	5417
4	26	5203
5	30	5026
6	34	4923
7	40	4994
8	44	4929
9	49	4871
10	53	4841
11	56	4692
12	59	4530
13	68	4790
14	76	5040
15	82	5077
16	89	5161
17	93	5117
18	98	5070
19	100	4924
20	105	4913
21	109	4886
22	115	4900
23	120	4899
24	123	4830
25	126	4739
26	130	4701
27	138	4808
28	145	4857
29	148	4803
30	158	4946
31	166	5038
32	173	5087
33	178	5064
34	184	5086
35	190	5106
36	196	5117
37	200	5080
38	210	5179
39	214	5147
40	220	5153
41	225	5146
42	233	5206
43	240	5220
44	247	5260
45	254	5285
46	265	5382
47	268	5332
48	276	5368
49	282	5373
50	289	5384
51	295	5386
52	301	5389
53	307	5379
54	314	5403
55	319	5389
56	327	5421
57	332	5400
58	337	5383
59	343	5377
60	348	5372
61	355	5375
62	361	5378
63	367	5371
64	373	5372
65	378	5354
66	382	5332
67	387	5313
68	393	5307
69	397	5284
70	401	5254
71	403	5201
72	404	5136
73	422	5291
74	441	5439
75	448	5448
76	451	5414
77	456	5396
78	462	5386
79	466	5367
80	471	5347
81	476	5335
82	481	5318
83	486	5305
84	490	5283
85	497	5285
86	501	5259
87	505	5240
88	511	5239
89	516	5220
90	521	5209
91	526	5200
92	532	5195
93	538	5191
94	543	5178
95	549	5176
96	554	5165
97	558	5136
98	562	5118
99	566	5102
100	569	5068
101	574	5059
102	579	5048
103	582	5020
104	588	5013
105	592	4998
106	597	4984
107	601	4967
108	606	4959
109	613	4961
110	618	4953
111	624	4949
112	629	4938
113	635	4939
114	641	4935
115	647	4934
116	652	4924
117	658	4920
118	662	4903
119	668	4902
120	673	4890
121	678	4882
122	683	4875
123	688	4860
124	693	4856
125	700	4858
126	707	4865
127	712	4855
128	718	4848
129	724	4846
130	729	4841
131	734	4828
132	739	4820
133	746	4821
134	750	4807
135	756	4803
136	761	4796
137	766	4788
138	771	4781
139	777	4775
140	782	4766
141	786	4752
142	790	4740
143	799	4750
144	805	4750
145	844	4940
146	853	4954
147	863	4973
148	871	4976
149	877	4972
150	885	4978
151	892	4981
152	897	4969
153	901	4955
154	905	4934
155	908	4917
156	911	4895
157	914	4875
158	919	4866
159	923	4849
160	927	4835
161	931	4821
162	935	4805
163	940	4792
164	944	4781
165	948	4767
166	952	4749
167	957	4740
168	961	4726
169	965	4715
170	970	4705
171	973	4687
172	977	4671
173	981	4657
174	984	4643
175	988	4628
176	993	4620
177	997	4604
178	1000	4589
179	1004	4576
180	1008	4564
181	1013	4553
182	1018	4545
183	1022	4535
184	1027	4525
185	1030	4507
186	1034	4497
187	1038	4485
188	1041	4467
189	1045	4455
190	1049	4444
191	1054	4436
192	1059	4428
193	1065	4424
194	1069	4415
195	1076	4416
196	1081	4408
197	1087	4403
198	1093	4402
199	1097	4391
200	1102	4383
201	1107	4376
202	1111	4365
203	1116	4357
204	1122	4352
205	1128	4348
206	1132	4340
207	1138	4335
208	1143	4328
209	1149	4322
210	1153	4314
211	1159	4311
212	1163	4300
213	1168	4293
214	1174	4287
215	1179	4280
216	1184	4273
217	1189	4267
218	1196	4266
219	1201	4261
220	1207	4256
221	1212	4247
222	1217	4243
223	1222	4235
224	1226	4226
225	1234	4227
226	1238	4217
227	1245	4216
228	1249	4208
229	1255	4202
230	1260	4196
231	1266	4193
232	1273	4190
233	1286	4212
234	1311	4270
235	1317	4263
236	1322	4257
237	1327	4251
238	1334	4248
239	1341	4247
240	1345	4236
241	1349	4225
242	1352	4211
243	1355	4198
244	1359	4190
245	1365	4184
246	1370	4177
247	1373	4165
248	1377	4154
249	1381	4145
250	1385	4135
251	1393	4134
252	1400	4135
253	1408	4135
254	1418	4145
255	1431	4161
256	1437	4154
257	1445	4155
258	1455	4164
259	1460	4158
260	1467	4155
261	1473	4149
262	1478	4143
263	1485	4141
264	1491	4135
265	1496	4129
266	1503	4128
267	1510	4125
268	1516	4119
269	1520	4110
270	1524	4101
271	1527	4088
272	1532	4082
273	1538	4077
274	1544	4072
275	1550	4066
276	1554	4058
277	1561	4055
278	1566	4048
279	1572	4043
280	1577	4035
281	1581	4027
282	1587	4022
283	1593	4016
284	1598	4011
285	1604	4005
286	1609	3999
287	1613	3989
288	1619	3983
289	1623	3973
290	1629	3970
291	1634	3963
292	1638	3954
293	1643	3946
294	1647	3936
295	1651	3928
296	1656	3920
297	1661	3914
298	1667	3910
299	1672	3903
300	1676	3893
301	1680	3883
302	1684	3875
303	1688	3866
304	1694	3860
305	1697	3850
306	1702	3842
307	1706	3834
308	1710	3824
309	1714	3816
310	1719	3809
311	1725	3805
312	1731	3800
313	1737	3796
314	1742	3789
315	1747	3782
316	1754	3779
317	1760	3775
318	1765	3768
319	1771	3763
320	1778	3761
321	1784	3756
322	1789	3751
323	1794	3744
324	1799	3738
325	1805	3732
326	1808	3722
327	1813	3716
328	1820	3712
329	1826	3707
330	1831	3702
331	1836	3695
332	1840	3687
333	1847	3683
334	1853	3680
335	1859	3674
336	1862	3664
337	1867	3656
338	1872	3650
339	1876	3642
340	1882	3638
341	1888	3633
342	1891	3623
343	1895	3614
344	1899	3605
345	1901	3593
346	1902	3580
347	1904	3568
348	1908	3560
349	1913	3552
350	1917	3544
351	1922	3539
352	1926	3530
353	1929	3521
354	1935	3516
355	1938	3506
356	1940	3494
357	1941	3482
358	1943	3470
359	1944	3457
360	1977	3501
361	1982	3494
362	1989	3491
363	1994	3485
364	2001	3482
365	2007	3476
366	2013	3473
367	2021	3470
368	2026	3464
369	2032	3461
370	2038	3456
371	2044	3451
372	2051	3448
373	2056	3441
374	2062	3437
375	2067	3430
376	2072	3424
377	2078	3420
378	2083	3413
379	2089	3408
380	2094	3403
381	2100	3398
382	2106	3392
383	2111	3386
384	2118	3384
385	2123	3377
386	2129	3373
387	2135	3368
388	2140	3362
389	2146	3358
390	2153	3353
391	2159	3350
392	2165	3344
393	2189	3367
394	2194	3360
395	2200	3355
396	2205	3349
397	2210	3343
398	2216	3338
399	2221	3332
400	2227	3327
401	2230	3318
402	2235	3311
403	2239	3304
404	2245	3299
405	2249	3291
406	2255	3285
407	2260	3279
408	2266	3274
409	2271	3268
410	2275	3261
411	2281	3255
412	2287	3251
413	2293	3246
414	2298	3240
415	2302	3232
416	2306	3224
417	2311	3218
418	2316	3211
419	2319	3202
420	2323	3195
421	2328	3188
422	2332	3181
423	2336	3174
424	2341	3168
425	2347	3162
426	2352	3156
427	2358	3152
428	2365	3148
429	2369	3140
430	2376	3136
431	2380	3130
432	2387	3126
433	2391	3119
434	2395	3111
435	2399	3104
436	2425	3124
437	2430	3118
438	2438	3116
439	2448	3115
440	2454	3110
441	2460	3106
442	2467	3102
443	2469	3092
444	2471	3081
445	2513	3121
446	2519	3117
447	2530	3118
448	2542	3120
449	2556	3125
450	2579	3140
451	2587	3137
452	2594	3133
453	2604	3132
454	2610	3127
455	2638	3147
456	2640	3137
457	2641	3125
458	2642	3115
459	2644	3104
460	2656	3105
461	2659	3096
462	2662	3088
463	2666	3080
464	2669	3071
465	2674	3064
466	2677	3056
467	2680	3047
468	2682	3037
469	2686	3029
470	2700	3033
471	2704	3025
472	2706	3015
473	2708	3005
474	2734	3022
475	2738	3014
476	2742	3007
477	2747	3000
478	2751	2992
479	2756	2986
480	2761	2979
481	2766	2973
482	2771	2967
483	2776	2960
484	2783	2955
485	2789	2949
486	2793	2942
487	2800	2937
488	2805	2931
489	2811	2926
490	2816	2919
491	2828	2920
492	2833	2914
493	2839	2908
494	2846	2903
495	2852	2898
496	2854	2888
497	2855	2878
498	2869	2881
499	2889	2889
500	2900	2888
501	2905	2882
502	2910	2876
503	2918	2871
504	2922	2864
505	2925	2855
506	2930	2849
507	2932	2839
508	2936	2832
509	2941	2826
510	2948	2821
511	2968	2829
512	2992	2840
513	3006	2842
514	3033	2857
515	3047	2858
516	3055	2854
517	3065	2852
518	3072	2847
519	3083	2845
520	3092	2843
521	3100	2838
522	3109	2836
523	3122	2836
524	3131	2833
525	3138	2828
526	3146	2823
527	3159	2824
528	3175	2827
529	3188	2827
530	3205	2831
531	3215	2828
532	3221	2822
533	3233	2821
534	3241	2817
535	3247	2811
536	3283	2830
537	3289	2824
538	3294	2818
539	3306	2816
540	3311	2809
541	3317	2803
542	3324	2797
543	3329	2791
544	3347	2794
545	3364	2797
546	3376	2796
547	3384	2791
548	3390	2785
549	3396	2779
550	3402	2772
551	3407	2765
552	3413	2759
553	3419	2752
554	3425	2746
555	3430	2739
556	3435	2732
557	3443	2727
558	3450	2721
559	3455	2714
560	3461	2708
561	3467	2702
562	3472	2695
563	3477	2688
564	3483	2682
565	3489	2675
566	3495	2669
567	3501	2663
568	3507	2657
569	3515	2651
570	3521	2645
571	3525	2638
572	3528	2629
573	3548	2633
574	3557	2629
575	3565	2624
576	3574	2620
577	3581	2615
578	3587	2608
579	3594	2602
580	3600	2596
581	3606	2590
582	3613	2584
583	3619	2578
584	3626	2572
585	3631	2565
586	3637	2559
587	3644	2553
588	3649	2546
589	3653	2538
590	3659	2532
591	3665	2526
592	3669	2518
593	3676	2513
594	3681	2506
595	3687	2499
596	3692	2492
597	3699	2486
598	3706	2481
599	3712	2475
600	3719	2469
601	3726	2463
602	3733	2458
603	3739	2451
604	3745	2445
605	3749	2437
606	3755	2431
607	3759	2423
608	3764	2417
609	3773	2412
610	3781	2407
611	3788	2401
612	3796	2397
613	3806	2393
614	3817	2389
615	3825	2384
616	3834	2380
617	3844	2376
618	3853	2371
619	3860	2366
620	3868	2360
621	3875	2355
622	3882	2349
623	3890	2344
624	3895	2337
625	3904	2332
626	3913	2327
627	3921	2322
628	3930	2318
629	3940	2314
630	3949	2309
631	3959	2305
632	3967	2300
633	3975	2295
634	3982	2289
635	3990	2283
636	3997	2277
637	4004	2272
638	4012	2266
639	4019	2260
640	4024	2253
641	4032	2248
642	4037	2241
643	4046	2236
644	4051	2229
645	4060	2224
646	4069	2220
647	4075	2214
648	4082	2207
649	4089	2201
650	4094	2195
651	4101	2188
652	4105	2181
653	4112	2175
654	4120	2170
655	4126	2164
656	4131	2156
657	4135	2149
658	4141	2142
659	4147	2136
660	4154	2130
661	4160	2124
662	4166	2117
663	4173	2111
664	4181	2106
665	4188	2100
666	4194	2094
667	4201	2087
668	4205	2080
669	4211	2074
670	4215	2066
671	4219	2059
672	4227	2053
673	4231	2046
674	4239	2041
675	4246	2035
676	4257	2031
677	4274	2030
678	4296	2031
679	4312	2029
680	4319	2023
681	4325	2016
682	4331	2010
683	4337	2003
684	4344	1997
685	4350	1991
686	4356	1984
687	4363	1978
688	4372	1973
689	4377	1966
690	4386	1961
691	4395	1956
692	4403	1950
693	4412	1945
694	4421	1940
695	4430	1935
696	4436	1928
697	4439	1920
698	4443	1913
699	4450	1907
700	4471	1907
701	4477	1900
702	4484	1894
703	4488	1887
704	4494	1880
705	4497	1872
706	4499	1864
707	4529	1868
708	4536	1861
709	4544	1856
710	4553	1850
711	4560	1844
712	4567	1838
713	4574	1832
714	4582	1826
715	4590	1820
716	4598	1815
717	4604	1808
718	4610	1801
719	4616	1795
720	4624	1789
721	4632	1783
722	4639	1777
723	4645	1770
724	4652	1764
725	4658	1758
726	4663	1751
727	4670	1744
728	4676	1738
729	4683	1732
730	4689	1725
731	4694	1718
732	4701	1712
733	4706	1705
734	4712	1699
735	4720	1693
736	4727	1686
737	4732	1680
738	4738	1673
739	4745	1667
740	4750	1660
741	4757	1654
742	4763	1647
743	4768	1640
744	4773	1633
745	4779	1627
746	4784	1620
747	4788	1613
748	4795	1607
749	4801	1600
750	4808	1594
751	4813	1587
752	4819	1580
753	4825	1574
754	4831	1567
755	4833	1560
756	4835	1552
757	4845	1547
758	4853	1541
759	4863	1535
760	4868	1529
761	4878	1523
762	4882	1516
763	4888	1510
764	4895	1503
765	4901	1497
766	4907	1490
767	4912	1483
768	4918	1477
769	4923	1470
770	4931	1464
771	4937	1458
772	4944	1451
773	4951	1445
774	4957	1439
775	4961	1432
776	4967	1425
777	4972	1418
778	4977	1412
779	4984	1405
780	4988	1398
781	4995	1392
782	5000	1385
783	5003	1378
784	5009	1372
785	5015	1365
786	5023	1359
787	5027	1352
788	5033	1346
789	5038	1339
790	5043	1332
791	5048	1325
792	5052	1318
793	5056	1311
794	5062	1305
795	5068	1298
796	5074	1292
797	5079	1285
798	5085	1279
799	5092	1273
800	5096	1266
801	5101	1259
802	5107	1253
803	5115	1247
804	5120	1240
805	5127	1234
806	5133	1227
807	5139	1221
808	5144	1214
809	5150	1208
810	5159	1202
811	5166	1196
812	5171	1189
813	5177	1183
814	5183	1176
815	5190	1170
816	5194	1163
817	5202	1157
818	5208	1151
819	5214	1144
820	5218	1137
821	5225	1131
822	5231	1125
823	5237	1118
824	5244	1112
825	5248	1105
826	5254	1099
827	5258	1092
828	5269	1086
829	5276	1080
830	5284	1074
831	5291	1068
832	5297	1062
833	5302	1055
834	5307	1048
835	5313	1042
836	5319	1035
837	5325	1029
838	5331	1023
839	5337	1016
840	5342	1010
841	5347	1003
842	5352	996
843	5358	990
844	5363	983
845	5368	977
846	5373	970
847	5378	964
848	5384	957
849	5392	951
850	5399	945
851	5407	939
852	5415	933
853	5422	926
854	5426	920
855	5432	913
856	5439	907
857	5446	901
858	5452	894
859	5458	888
860	5463	882
861	5469	875
862	5475	869
863	5482	862
864	5488	856
865	5493	850
866	5498	843
867	5504	837
868	5510	830
869	5515	824
870	5521	817
871	5526	811
872	5533	804
873	5539	798
874	5545	792
875	5550	785
876	5555	779
877	5564	773
878	5571	766
879	5578	760
880	5584	754
881	5590	747
882	5596	741
