iter	Logloss	Accuracy
861	0.1151630857	0.9798206278
862	0.115057718	0.9798206278
863	0.1150055098	0.9798206278
864	0.1149289744	0.9798206278
865	0.1146746993	0.9798206278
866	0.1146612581	0.9798206278
867	0.1145967679	0.9798206278
868	0.1145445459	0.9798206278
869	0.1145252879	0.9798206278
870	0.1144903177	0.9798206278
871	0.1143956093	0.9798206278
872	0.1142107565	0.9798206278
873	0.1141913589	0.9798206278
874	0.1140338149	0.9798206278
875	0.1139960706	0.9798206278
876	0.1135261422	0.9798206278
877	0.1134381116	0.9798206278
878	0.1132694843	0.9798206278
879	0.1131962431	0.9798206278
880	0.1131222182	0.9798206278
881	0.1130395197	0.9798206278
882	0.1129683997	0.9798206278
883	0.1127465311	0.9798206278
884	0.1127171731	0.9798206278
885	0.112360278	0.9798206278
886	0.1123236851	0.9798206278
887	0.112158496	0.9798206278
888	0.1120185997	0.9798206278
889	0.1118371489	0.9798206278
890	0.111635447	0.9798206278
891	0.1114892623	0.9798206278
892	0.1114064382	0.9798206278
893	0.1113388539	0.9798206278
894	0.1112814434	0.9798206278
895	0.1111676388	0.9798206278
896	0.1111028991	0.9798206278
897	0.1110534269	0.9798206278
898	0.1108572208	0.9798206278
899	0.1105057456	0.9798206278
900	0.1104462786	0.9798206278
901	0.1102077784	0.9798206278
902	0.1100854188	0.9798206278
903	0.110032454	0.9798206278
904	0.1099011629	0.9798206278
905	0.1096767748	0.9798206278
906	0.1095429092	0.9798206278
907	0.1093493587	0.9798206278
908	0.1090594708	0.9798206278
909	0.1090182176	0.9798206278
910	0.108736823	0.9798206278
911	0.1085020926	0.9798206278
912	0.1084835842	0.9798206278
913	0.1082919826	0.9798206278
914	0.1080498216	0.9798206278
915	0.1078388015	0.9798206278
916	0.1078191329	0.9798206278
917	0.1077112451	0.9798206278
918	0.1076887015	0.9798206278
919	0.1075139687	0.9798206278
920	0.1074277877	0.9798206278
921	0.1071429223	0.9798206278
922	0.1068651494	0.9798206278
923	0.1067861621	0.9798206278
924	0.1065427949	0.9798206278
925	0.1064421144	0.9798206278
926	0.1060765575	0.9798206278
927	0.1059708864	0.9798206278
928	0.105926881	0.9798206278
929	0.1059075543	0.9798206278
930	0.1058007278	0.9798206278
931	0.1057479175	0.9798206278
932	0.1056434613	0.9798206278
933	0.1055605367	0.9798206278
934	0.1053845034	0.9798206278
935	0.1053039355	0.9798206278
936	0.1051928591	0.9798206278
937	0.1051605097	0.9798206278
938	0.1051290442	0.9798206278
939	0.1051128792	0.9798206278
940	0.105077549	0.9798206278
941	0.1049853783	0.9798206278
942	0.1049496309	0.9798206278
943	0.10491371	0.9798206278
944	0.1046390394	0.9798206278
945	0.1044126375	0.9798206278
946	0.1043132194	0.9798206278
947	0.1042848668	0.9798206278
948	0.1041638104	0.9798206278
949	0.104084764	0.9798206278
950	0.1040005384	0.9798206278
951	0.1039220096	0.9798206278
952	0.1037033991	0.9798206278
953	0.1036961795	0.9798206278
954	0.1036299855	0.9798206278
955	0.1035355972	0.9798206278
956	0.1035083825	0.9798206278
957	0.1032610319	0.9798206278
958	0.1031040814	0.9798206278
959	0.1030591745	0.9798206278
960	0.1029552134	0.9798206278
961	0.1026903431	0.9843049327
962	0.1024618036	0.9843049327
963	0.1023954812	0.9843049327
964	0.1023668456	0.9843049327
965	0.1022050748	0.9843049327
966	0.1021034709	0.9843049327
967	0.1017997298	0.9843049327
968	0.1016395856	0.9843049327
969	0.1015640875	0.9843049327
970	0.1015439695	0.9843049327
971	0.101490173	0.9843049327
972	0.1013632618	0.9843049327
973	0.1012631997	0.9843049327
974	0.1011850303	0.9843049327
975	0.1011083293	0.9843049327
976	0.1010526666	0.9843049327
977	0.1010376211	0.9843049327
978	0.1009865858	0.9843049327
979	0.1009242519	0.9843049327
980	0.100828557	0.9843049327
981	0.1007810817	0.9843049327
982	0.1007724944	0.9843049327
983	0.1005259674	0.9843049327
984	0.1003921337	0.9843049327
985	0.1003466233	0.9843049327
986	0.1002514263	0.9843049327
987	0.1000573124	0.9843049327
988	0.09990546565	0.9843049327
989	0.09959105098	0.9843049327
990	0.09951927684	0.9820627803
991	0.09925601392	0.9843049327
992	0.09924928672	0.9843049327
993	0.09894767129	0.9865470852
994	0.09882551722	0.9865470852
995	0.09871767414	0.9865470852
996	0.09864656944	0.9865470852
997	0.09851006936	0.9865470852
998	0.0983369879	0.9865470852
999	0.09827347715	0.9865470852
