iter	Accuracy	Logloss
796	1	0.0400855392
797	1	0.04007826207
798	1	0.04001307641
799	1	0.03995643618
800	1	0.0398991035
801	1	0.03977775626
802	1	0.03964890268
803	1	0.03954223456
804	1	0.0395056349
805	1	0.03949544862
806	1	0.03942146345
807	1	0.03940151936
808	1	0.03935370368
809	1	0.03932456515
810	1	0.03923821311
811	1	0.03916556536
812	1	0.03908973594
813	1	0.03905319359
814	1	0.03899815783
815	1	0.03878990038
816	1	0.03868472215
817	1	0.03860685151
818	1	0.03852430923
819	1	0.03842539066
820	1	0.03838978243
821	1	0.03835842971
822	1	0.0383312635
823	1	0.03820050704
824	1	0.03814018044
825	1	0.03805124012
826	1	0.03795274134
827	1	0.03787917249
828	1	0.03783082167
829	1	0.03778687187
830	1	0.03773752143
831	1	0.03766703818
832	1	0.03765660592
833	1	0.0376366803
834	1	0.0375863679
835	1	0.03748553731
836	1	0.03733331678
837	1	0.03732763099
838	1	0.03731067943
839	1	0.0372782572
840	1	0.03723277701
841	1	0.03720415844
842	1	0.03719433843
843	1	0.03718509431
844	1	0.03713025458
845	1	0.03701694287
846	1	0.03697338894
847	1	0.03689136137
848	1	0.03672787803
849	1	0.03667739214
850	1	0.03665921707
851	1	0.03662715545
852	1	0.03662671112
853	1	0.03662453199
854	1	0.03658723259
855	1	0.03656905415
856	1	0.03644089185
857	1	0.03617024771
858	1	0.03605458423
859	1	0.0358809125
860	1	0.03575454364
861	1	0.03568338602
862	1	0.03568330889
863	1	0.03563301869
864	1	0.03560379289
865	1	0.0355531551
866	1	0.03551667805
867	1	0.03545465467
868	1	0.03538029595
869	1	0.03529754269
870	1	0.03515611969
871	1	0.03510843434
872	1	0.03509607213
873	1	0.0350829148
874	1	0.03501147351
875	1	0.03499292615
876	1	0.03498319037
877	1	0.03495353983
878	1	0.03489924863
879	1	0.03480181345
880	1	0.03472047141
881	1	0.03470683297
882	1	0.03456489342
883	1	0.03456401171
884	1	0.03451970527
885	1	0.03449020856
886	1	0.03436702829
887	1	0.03436248133
888	1	0.0343512769
889	1	0.03433745103
890	1	0.03427820657
891	1	0.03418904739
892	1	0.03404320304
893	1	0.03398103678
894	1	0.03393287798
895	1	0.03391581588
896	1	0.03381491209
897	1	0.03376964479
898	1	0.03370797278
899	1	0.03366395358
900	1	0.03351733075
901	1	0.03344240623
902	1	0.03334791547
903	1	0.03327191165
904	1	0.03309505802
905	1	0.03298873341
906	1	0.03289546423
907	1	0.03285821091
908	1	0.03278480523
909	1	0.03273410858
910	1	0.03269508258
911	1	0.03257981306
912	1	0.03253728091
913	1	0.03250875383
914	1	0.03244250264
915	1	0.03226902799
916	1	0.0321674124
917	1	0.03205880162
918	1	0.03202798432
919	1	0.03201817964
920	1	0.03196061981
921	1	0.03190292786
922	1	0.03179936344
923	1	0.03172665088
924	1	0.03168261555
925	1	0.03165901034
926	1	0.03163463196
927	1	0.0315991019
928	1	0.03153132979
929	1	0.03148609698
930	1	0.03142683192
931	1	0.0313897952
932	1	0.03136608201
933	1	0.03132998137
934	1	0.03130185091
935	1	0.03127782202
936	1	0.03112209816
937	1	0.03110225377
938	1	0.03100923936
939	1	0.03094995181
940	1	0.03085802099
941	1	0.03085127745
942	1	0.03073967672
943	1	0.0306855748
944	1	0.03062127152
945	1	0.03059355292
946	1	0.03056861511
947	1	0.03051051117
948	1	0.03050001927
949	1	0.03042547146
950	1	0.03026977413
951	1	0.03019367834
952	1	0.03019180614
953	1	0.03018433327
954	1	0.03005217925
955	1	0.02993636409
956	1	0.02983044516
957	1	0.02973253539
958	1	0.02969873512
959	1	0.02964201878
960	1	0.02957430199
961	1	0.02956196224
962	1	0.02953817285
963	1	0.02950202641
964	1	0.02946017155
965	1	0.02938208927
966	1	0.02932278371
967	1	0.02931549114
968	1	0.02925485901
969	1	0.02922923344
970	1	0.02919078284
971	1	0.0291158294
972	1	0.0290281057
973	1	0.02900270616
974	1	0.02899526203
975	1	0.02895357125
976	1	0.02893921159
977	1	0.02893300184
978	1	0.02893299697
979	1	0.02891089433
980	1	0.02886107905
981	1	0.02884363003
982	1	0.02883811283
983	1	0.02876807155
984	1	0.0286956792
985	1	0.02864253075
986	1	0.0285691963
987	1	0.02848417869
988	1	0.02845724541
989	1	0.02837182196
990	1	0.02832114407
991	1	0.02826509506
992	1	0.02825101465
993	1	0.02818950113
994	1	0.0281517392
995	1	0.02803373093
996	1	0.02801684071
997	1	0.0280014083
998	1	0.02795251328
999	1	0.02790840295
