iter	Logloss	Accuracy
880	0.1134181137	0.9775280899
881	0.1133195614	0.9797752809
882	0.1131619494	0.9797752809
883	0.1131323442	0.9797752809
884	0.1131043476	0.9797752809
885	0.1130275553	0.9797752809
886	0.1127730622	0.9797752809
887	0.1126694529	0.9797752809
888	0.1125542482	0.9797752809
889	0.1123777063	0.9797752809
890	0.1121149779	0.9797752809
891	0.1120427205	0.9797752809
892	0.1119095704	0.9797752809
893	0.1118673684	0.9797752809
894	0.1117591415	0.9797752809
895	0.1116854093	0.9797752809
896	0.1113889836	0.9820224719
897	0.1112851471	0.9820224719
898	0.111113602	0.9820224719
899	0.1109670032	0.9820224719
900	0.1108214474	0.9820224719
901	0.1107570125	0.9820224719
902	0.1105469624	0.9820224719
903	0.1104194568	0.9820224719
904	0.1102932458	0.9820224719
905	0.1101022766	0.9820224719
906	0.1099110622	0.9820224719
907	0.1098178983	0.9820224719
908	0.1097880457	0.9820224719
909	0.1096324448	0.9820224719
910	0.1095415372	0.9820224719
911	0.1094202471	0.9820224719
912	0.109347828	0.9820224719
913	0.1092798932	0.9820224719
914	0.1090637694	0.9820224719
915	0.1090495564	0.9842696629
916	0.1090251944	0.9842696629
917	0.1089021625	0.9820224719
918	0.1087973572	0.9820224719
919	0.1086314815	0.9820224719
920	0.108547497	0.9820224719
921	0.1084959513	0.9820224719
922	0.1082831165	0.9820224719
923	0.1082729744	0.9842696629
924	0.108108289	0.9842696629
925	0.1080920429	0.9842696629
926	0.1080083992	0.9820224719
927	0.1079423915	0.9820224719
928	0.1078418695	0.9820224719
929	0.1077515683	0.9842696629
930	0.1077235536	0.9842696629
931	0.1077020166	0.9842696629
932	0.1075271463	0.9842696629
933	0.1071613925	0.9842696629
934	0.1070205894	0.9842696629
935	0.1070147284	0.9842696629
936	0.1069357958	0.9842696629
937	0.1069128878	0.9842696629
938	0.1066744989	0.9842696629
939	0.1066056785	0.9842696629
940	0.1063749864	0.9842696629
941	0.1061711524	0.9842696629
942	0.1061655981	0.9842696629
943	0.1059440772	0.9842696629
944	0.105913988	0.9842696629
945	0.1058135545	0.9842696629
946	0.105801547	0.9842696629
947	0.1057195599	0.9842696629
948	0.1055555437	0.9842696629
949	0.1054449391	0.9842696629
950	0.1052181975	0.9842696629
951	0.1052047024	0.9842696629
952	0.1049760024	0.9842696629
953	0.1048960878	0.9842696629
954	0.1047775011	0.9842696629
955	0.1046696743	0.9842696629
956	0.104548458	0.9842696629
957	0.1044070687	0.9842696629
958	0.1043264789	0.9842696629
959	0.1043071657	0.9842696629
960	0.1041062226	0.9842696629
961	0.1039603131	0.9865168539
962	0.1039550374	0.9865168539
963	0.1039069082	0.9865168539
964	0.1039018252	0.9865168539
965	0.1038089237	0.9865168539
966	0.1037698568	0.9865168539
967	0.1037648377	0.9865168539
968	0.1037058455	0.9865168539
969	0.1035891471	0.9865168539
970	0.1033461045	0.9865168539
971	0.1032428964	0.9865168539
972	0.103227521	0.9865168539
973	0.1029935852	0.9865168539
974	0.1029337377	0.9865168539
975	0.1028402896	0.9865168539
976	0.1026589586	0.9865168539
977	0.1025364781	0.9865168539
978	0.102477481	0.9865168539
979	0.1023729102	0.9865168539
980	0.1023620981	0.9865168539
981	0.1023401043	0.9865168539
982	0.1022470183	0.9865168539
983	0.1020438802	0.9865168539
984	0.101951727	0.9865168539
985	0.1018116607	0.9865168539
986	0.1016081412	0.9865168539
987	0.1015353806	0.9865168539
988	0.1013980374	0.9865168539
989	0.1012675118	0.9865168539
990	0.1011917554	0.9865168539
991	0.101187618	0.9865168539
992	0.1011759431	0.9865168539
993	0.1010760731	0.9865168539
994	0.100987655	0.9865168539
995	0.1008474533	0.9865168539
996	0.1007470737	0.9865168539
997	0.1006262897	0.9865168539
998	0.1005553893	0.9865168539
999	0.100422632	0.9865168539
