iter	Passed	Remaining
0	5	5038
1	11	5881
2	14	4890
3	17	4401
4	22	4555
5	29	4857
6	32	4546
7	34	4281
8	41	4541
9	45	4521
10	49	4435
11	53	4413
12	58	4435
13	62	4381
14	67	4440
15	70	4352
16	75	4369
17	80	4386
18	85	4425
19	90	4418
20	95	4429
21	99	4431
22	105	4486
23	110	4510
24	115	4499
25	119	4486
26	123	4439
27	126	4377
28	130	4369
29	135	4367
30	138	4329
31	142	4307
32	143	4218
33	146	4151
34	149	4130
35	153	4098
36	158	4115
37	166	4203
38	173	4274
39	179	4314
40	185	4329
41	190	4337
42	192	4289
43	195	4249
44	198	4208
45	200	4163
46	206	4195
47	212	4212
48	236	4589
49	253	4807
50	259	4837
51	266	4849
52	272	4862
53	286	5011
54	295	5079
55	303	5117
56	309	5117
57	311	5066
58	318	5077
59	324	5083
60	331	5109
61	338	5114
62	345	5138
63	352	5155
64	360	5178
65	368	5219
66	377	5253
67	383	5257
68	389	5259
69	395	5259
70	402	5266
71	408	5268
72	414	5262
73	421	5277
74	427	5271
75	432	5254
76	438	5254
77	443	5243
78	449	5244
79	454	5223
80	460	5229
81	464	5205
82	470	5196
83	476	5192
84	481	5182
85	485	5155
86	498	5230
87	502	5211
88	506	5180
89	511	5174
90	517	5165
91	522	5155
92	536	5232
93	541	5221
94	545	5194
95	550	5185
96	555	5170
97	560	5156
98	562	5118
99	566	5095
100	570	5076
101	574	5055
102	579	5048
103	585	5046
104	590	5032
105	594	5015
106	600	5011
107	604	4992
108	608	4975
109	612	4956
110	617	4943
111	621	4925
112	626	4917
113	630	4903
114	635	4890
115	639	4876
116	646	4876
117	652	4874
118	656	4862
119	661	4852
120	667	4846
121	671	4835
122	676	4826
123	680	4810
124	686	4802
125	693	4811
126	697	4794
127	704	4799
128	710	4796
129	714	4784
130	718	4766
131	721	4745
132	725	4732
133	729	4713
134	733	4699
135	737	4684
136	741	4673
137	744	4647
138	750	4648
139	754	4635
140	760	4632
141	766	4629
142	770	4615
143	773	4600
144	785	4633
145	789	4615
146	793	4602
147	797	4590
148	801	4580
149	807	4575
150	811	4564
151	816	4557
152	820	4544
153	825	4537
154	829	4521
155	835	4520
156	841	4520
157	846	4508
158	849	4495
159	855	4492
160	861	4490
161	867	4489
162	872	4480
