iter	Passed	Remaining
0	9	9153
1	13	6525
2	19	6318
3	29	7353
4	36	7301
5	40	6672
6	46	6583
7	53	6592
8	59	6548
9	65	6486
10	71	6452
11	78	6482
12	85	6467
13	93	6580
14	100	6580
15	105	6464
16	113	6538
17	119	6540
18	126	6522
19	132	6491
20	137	6432
21	143	6374
22	149	6348
23	156	6363
24	164	6423
25	171	6437
26	178	6426
27	184	6398
28	190	6362
29	196	6360
30	203	6371
31	207	6290
32	214	6286
33	222	6319
34	234	6457
35	253	6776
36	260	6784
37	267	6777
38	270	6663
39	276	6647
40	284	6664
41	287	6552
42	294	6550
43	302	6569
44	309	6568
45	312	6477
46	318	6460
47	325	6448
48	333	6477
49	341	6492
50	343	6392
51	346	6319
52	349	6237
53	356	6242
54	360	6198
55	368	6213
56	375	6215
57	382	6209
58	389	6216
59	397	6223
60	404	6221
61	410	6208
62	415	6178
63	421	6171
64	429	6178
65	433	6127
66	439	6121
67	446	6122
68	453	6113
69	460	6117
70	463	6068
71	472	6087
72	478	6070
73	486	6089
74	494	6102
75	500	6090
76	507	6085
77	510	6028
78	516	6024
79	525	6045
80	532	6036
81	536	6001
82	543	6008
83	550	6007
84	554	5972
85	560	5961
86	569	5975
87	575	5961
88	582	5961
89	591	5978
90	600	5993
91	604	5967
92	611	5966
93	619	5972
94	622	5930
95	630	5938
96	638	5945
97	644	5932
98	652	5940
99	661	5957
100	670	5965
101	673	5927
102	680	5927
103	685	5904
104	693	5907
105	696	5878
106	706	5894
107	713	5894
108	723	5914
109	730	5906
110	737	5910
111	747	5928
112	755	5928
113	763	5933
114	768	5911
115	774	5905
116	782	5903
117	789	5901
118	795	5890
119	802	5886
120	807	5865
121	813	5853
122	817	5828
123	821	5803
124	829	5806
125	836	5805
126	843	5801
127	848	5777
128	854	5769
129	862	5772
130	868	5758
131	875	5755
132	881	5746
133	883	5711
134	888	5691
135	897	5700
136	904	5697
137	912	5702
138	922	5716
139	931	5720
140	939	5721
141	944	5705
142	951	5701
143	959	5705
144	966	5701
145	974	5702
146	983	5709
147	991	5708
148	997	5698
149	1003	5688
150	1011	5687
151	1017	5676
152	1022	5661
153	1031	5663
154	1038	5660
155	1044	5650
156	1052	5652
157	1060	5649
158	1066	5640
159	1074	5640
160	1082	5641
161	1089	5637
162	1096	5628
163	1103	5627
164	1113	5633
165	1120	5627
166	1127	5622
167	1133	5612
168	1141	5610
169	1147	5603
170	1160	5627
171	1180	5685
172	1188	5682
173	1194	5668
174	1198	5651
175	1200	5620
176	1204	5599
177	1209	5584
178	1216	5579
179	1224	5580
180	1227	5553
181	1234	5548
182	1243	5549
183	1248	5538
184	1258	5545
185	1267	5549
186	1279	5562
187	1291	5579
188	1302	5588
189	1307	5575
190	1323	5605
191	1334	5613
192	1345	5624
193	1353	5623
194	1361	5621
195	1369	5615
196	1372	5593
197	1380	5593
198	1388	5587
199	1395	5582
200	1403	5578
201	1412	5580
202	1419	5571
203	1426	5565
204	1429	5544
205	1437	5539
206	1445	5537
207	1453	5534
208	1460	5528
209	1469	5529
210	1475	5517
211	1483	5513
212	1490	5507
213	1498	5504
214	1501	5482
215	1510	5484
216	1519	5483
217	1527	5477
218	1534	5473
219	1544	5474
220	1551	5469
221	1561	5472
222	1578	5498
223	1585	5492
224	1591	5481
225	1600	5480
226	1607	5473
227	1615	5470
228	1625	5471
229	1633	5468
230	1640	5459
231	1647	5453
232	1655	5449
233	1658	5430
234	1665	5420
235	1672	5413
236	1675	5393
237	1682	5386
238	1689	5378
239	1695	5367
240	1701	5359
241	1708	5352
242	1714	5339
243	1720	5332
244	1725	5317
245	1728	5297
246	1734	5286
247	1740	5276
248	1746	5268
249	1754	5263
250	1764	5266
251	1774	5266
252	1782	5261
253	1790	5259
254	1798	5255
255	1806	5250
256	1812	5239
257	1819	5232
258	1828	5230
259	1836	5227
260	1845	5225
261	1854	5223
262	1862	5220
263	1870	5214
264	1878	5209
265	1885	5202
266	1892	5195
267	1900	5190
268	1908	5186
269	1916	5181
270	1926	5181
271	1934	5178
272	1942	5171
273	1952	5172
274	1961	5171
275	1969	5167
276	1976	5159
277	1984	5155
278	1991	5146
279	2000	5143
280	2007	5137
281	2014	5129
282	2021	5120
283	2029	5117
284	2037	5111
285	2045	5106
286	2053	5101
287	2061	5097
288	2068	5087
289	2076	5082
290	2083	5076
291	2096	5083
292	2113	5098
293	2121	5093
294	2127	5085
295	2135	5078
296	2140	5067
297	2147	5058
298	2154	5051
299	2161	5042
300	2168	5035
301	2174	5026
302	2181	5018
303	2188	5009
304	2194	5001
305	2202	4995
306	2210	4989
307	2217	4982
308	2222	4969
309	2229	4962
310	2236	4953
311	2241	4942
312	2247	4933
313	2254	4925
314	2259	4914
315	2265	4903
316	2270	4892
317	2277	4884
318	2284	4876
319	2290	4867
320	2296	4857
321	2302	4848
322	2310	4842
323	2318	4836
324	2324	4828
325	2332	4822
326	2338	4813
327	2346	4808
328	2352	4797
329	2359	4791
330	2366	4783
331	2372	4774
332	2378	4764
333	2385	4757
334	2390	4744
335	2396	4735
336	2402	4726
337	2409	4719
338	2416	4712
339	2423	4704
340	2430	4697
341	2437	4690
342	2445	4684
343	2452	4676
344	2459	4670
345	2466	4662
346	2474	4657
347	2481	4648
348	2487	4640
349	2495	4634
350	2503	4629
351	2510	4621
352	2518	4615
353	2526	4610
354	2535	4606
355	2542	4598
356	2549	4592
357	2557	4586
358	2564	4579
359	2572	4572
360	2578	4563
361	2583	4554
362	2591	4547
363	2598	4539
364	2604	4531
365	2613	4526
366	2621	4520
367	2628	4514
368	2637	4509
369	2644	4502
370	2651	4494
371	2656	4485
372	2664	4479
373	2672	4474
374	2680	4466
375	2686	4459
376	2693	4451
377	2700	4443
378	2706	4434
379	2711	4424
380	2718	4417
381	2725	4409
382	2731	4400
383	2739	4393
384	2744	4383
385	2749	4373
386	2755	4364
387	2758	4350
388	2765	4343
389	2769	4332
390	2774	4320
391	2777	4308
392	2783	4299
393	2787	4286
394	2791	4275
395	2796	4264
396	2800	4254
397	2808	4248
398	2814	4239
399	2819	4228
400	2822	4216
401	2826	4204
402	2830	4193
403	2836	4184
404	2840	4173
405	2847	4165
406	2853	4156
407	2856	4145
408	2862	4135
409	2868	4127
410	2875	4120
411	2881	4112
412	2889	4106
413	2897	4101
414	2904	4093
415	2913	4089
416	2922	4085
417	2929	4078
418	2939	4076
419	2947	4070
420	2978	4096
421	2989	4094
422	2998	4089
423	3006	4084
424	3015	4080
425	3022	4073
426	3031	4068
427	3039	4062
428	3044	4052
429	3050	4043
430	3055	4034
431	3060	4023
432	3064	4013
433	3068	4001
434	3072	3990
435	3076	3980
436	3080	3969
437	3086	3960
438	3092	3951
439	3098	3943
440	3103	3934
441	3107	3923
442	3115	3916
443	3122	3909
444	3129	3903
445	3132	3891
446	3138	3883
447	3143	3873
448	3148	3863
449	3154	3855
450	3162	3849
451	3167	3840
452	3171	3829
453	3177	3821
454	3181	3810
455	3187	3802
456	3192	3793
457	3196	3783
458	3203	3776
459	3209	3767
460	3214	3758
461	3219	3749
462	3225	3741
463	3229	3730
464	3235	3722
465	3239	3712
466	3244	3702
467	3247	3691
468	3252	3682
469	3256	3672
470	3261	3663
471	3265	3652
472	3269	3643
473	3278	3637
474	3284	3630
475	3292	3624
476	3298	3616
477	3304	3609
478	3312	3603
479	3326	3603
480	3339	3602
481	3349	3599
482	3359	3595
483	3365	3588
484	3376	3585
